Track_ID,Start_Junction,End_Junction,Track_Length,Max_Capacity,Signal_Positions,Halt_Positions,Track_Type,Electrified,Max_Speed_Limit
TK2143,JN0583,JN0846,72.13,1,"[53.69, 49.5, 44.28]",[18.59],Single Line,No,160
TK2144,JN0429,JN0523,308.55,2,"[171.75, 243.24, 108.7, 295.27, 96.45, 227.7, 155.45, 190.34, 35.69, 188.47, 173.88, 221.82, 88.77, 256.8, 291.66]","[272.14, 120.75, 235.18, 112.63, 266.31, 115.83]",Single Line,Yes,120
TK2145,JN0915,JN0706,484.09,4,"[292.26, 472.14, 185.54, 204.66, 132.65, 89.29, 139.99, 102.94, 209.35, 112.94, 250.44, 138.6, 205.58, 62.57, 79.37, 297.29, 273.67, 82.88, 142.71, 107.22, 386.04, 176.6, 196.52, 321.87]","[157.59, 182.89, 386.26, 384.63, 292.67, 270.6, 87.62, 229.06, 132.81]",Yard Track,No,120
TK2146,JN0588,JN0386,338.72,2,"[264.46, 304.26, 315.13, 267.32, 278.31, 18.88, 264.84, 102.77, 46.68, 176.78, 193.2, 164.22, 221.11, 241.92, 46.44, 208.97]","[18.44, 152.01, 33.89, 152.29, 59.43, 248.77]",Loop,No,160
TK2147,JN0789,JN0344,77.35,9,"[48.38, 41.59, 4.42]",[28.05],Double Line,Yes,140
TK2148,JN0332,JN0277,335.49,4,"[265.36, 94.36, 57.35, 315.35, 141.74, 215.89, 271.48, 230.2, 189.44, 124.67, 308.16, 44.8, 296.55, 238.15, 191.7, 108.95]","[49.0, 148.68, 262.95, 250.05, 216.54, 332.98]",Junction Track,No,80
TK2149,JN0603,JN0500,368.77,4,"[169.11, 123.9, 273.35, 239.75, 357.23, 202.55, 356.78, 107.29, 318.92, 129.41, 298.59, 341.48, 229.82, 268.67, 353.52, 138.35, 188.66, 331.27]","[248.12, 322.16, 228.0, 272.79, 4.82, 125.26, 284.11]",Loop,Yes,80
TK2150,JN0378,JN0494,238.75,5,"[236.06, 171.48, 124.01, 103.14, 218.58, 154.22, 85.02, 110.93, 66.4, 229.3, 167.59]","[93.66, 43.74, 42.26, 114.06]",Double Line,Yes,120
TK2151,JN0038,JN0676,480.43,9,"[216.09, 104.53, 86.93, 134.79, 0.64, 452.29, 206.7, 39.8, 79.25, 155.34, 265.05, 338.08, 147.9, 460.06, 365.27, 396.74, 155.49, 183.02, 258.5, 217.01, 124.86, 479.12, 407.57, 114.34]","[428.73, 281.96, 6.04, 166.3, 12.36, 42.17, 85.99, 232.72, 183.18]",Double Line,Yes,80
TK2152,JN0177,JN0374,208.03,5,"[138.22, 66.96, 194.27, 23.42, 193.07, 190.13, 198.83, 16.07, 56.67, 52.28]","[184.17, 167.91, 33.05, 29.43]",Loop,Yes,140
TK2153,JN0901,JN0307,348.15,6,"[112.75, 112.13, 270.8, 107.36, 4.87, 127.26, 96.87, 316.47, 166.38, 81.67, 341.73, 85.9, 265.64, 226.14, 160.92, 141.29, 303.72]","[165.4, 130.68, 123.33, 96.04, 142.38, 41.75]",Double Line,Yes,80
TK2154,JN0985,JN0009,57.87,1,"[45.58, 27.18]",[17.29],Single Line,Yes,140
TK2155,JN0204,JN0337,53.28,3,"[23.86, 9.06]",[47.67],Yard Track,Yes,80
TK2156,JN0761,JN0749,96.21,3,"[27.77, 4.2, 73.06, 24.58]",[26.99],Junction Track,Yes,80
TK2157,JN0400,JN0783,469.72,2,"[283.89, 401.88, 398.42, 184.31, 318.53, 444.64, 315.83, 215.21, 174.72, 67.32, 469.15, 308.99, 129.9, 34.97, 354.13, 401.64, 200.94, 449.09, 154.29, 355.14, 123.53, 157.8, 284.36]","[17.22, 99.03, 82.83, 154.06, 365.19, 426.32, 5.95, 120.83, 11.93]",Single Line,No,80
TK2158,JN0606,JN0719,21.49,3,[18.22],[],Yard Track,Yes,140
TK2159,JN0199,JN0634,35.21,5,[6.66],[],Yard Track,Yes,100
TK2160,JN0289,JN0437,429.26,2,"[166.21, 238.81, 107.96, 17.1, 163.23, 197.97, 388.38, 389.92, 214.8, 202.39, 274.94, 110.8, 122.64, 1.1, 33.57, 76.62, 274.97, 91.28, 53.26, 264.55, 279.77]","[25.62, 331.77, 260.2, 170.44, 422.04, 4.38, 233.88, 68.55]",Single Line,Yes,120
TK2161,JN0669,JN0823,203.78,6,"[110.75, 199.97, 202.06, 138.4, 34.16, 23.01, 187.97, 179.46, 64.27, 189.83]","[26.6, 60.01, 131.26, 34.78]",Double Line,No,80
TK2162,JN0169,JN0232,390.36,4,"[304.84, 249.04, 283.56, 170.17, 275.93, 108.06, 247.85, 204.45, 350.75, 262.8, 232.9, 122.21, 336.8, 21.14, 351.22, 254.89, 73.97, 352.49, 127.39]","[65.69, 124.58, 375.16, 293.84, 357.88, 116.67, 32.18]",Junction Track,Yes,80
TK2163,JN0516,JN0165,390.67,5,"[1.83, 182.73, 47.13, 360.2, 360.08, 313.96, 61.67, 57.6, 220.07, 284.2, 353.37, 349.27, 60.68, 388.9, 61.26, 328.21, 229.3, 264.98, 235.95]","[339.76, 248.89, 331.55, 60.31, 338.59, 387.91, 258.43]",Junction Track,No,140
TK2164,JN0669,JN0531,88.68,5,"[42.09, 76.91, 29.56, 37.18]",[13.91],Yard Track,Yes,120
TK2165,JN0495,JN0466,361.5,2,"[42.64, 42.46, 194.19, 215.26, 351.32, 163.1, 331.67, 358.01, 305.29, 144.23, 272.37, 197.19, 71.87, 46.89, 25.34, 118.01, 248.99, 330.36]","[115.84, 191.97, 169.48, 39.32, 274.84, 187.75, 331.61]",Loop,No,80
TK2166,JN0631,JN0789,270.81,3,"[191.9, 101.88, 171.19, 115.69, 13.23, 190.51, 149.62, 117.6, 54.58, 169.08, 74.53, 116.22, 15.3]","[210.35, 24.38, 241.25, 234.95, 262.98]",Yard Track,No,140
TK2167,JN0301,JN0856,132.64,2,"[72.33, 70.27, 122.32, 128.62, 34.44, 77.24]","[61.6, 72.52]",Single Line,Yes,160
TK2168,JN0028,JN0955,65.75,4,"[3.73, 4.78, 21.42]",[48.95],Double Line,Yes,100
TK2169,JN0709,JN0618,349.3,3,"[115.77, 340.19, 61.46, 300.54, 236.88, 248.55, 291.95, 47.58, 242.82, 271.15, 343.92, 261.12, 332.45, 296.81, 305.87, 320.28, 185.53]","[248.36, 43.3, 124.51, 307.17, 341.5, 39.01]",Loop,Yes,80
TK2170,JN0577,JN0914,120.32,5,"[74.27, 30.85, 106.17, 14.67, 51.65, 22.3]","[96.19, 42.28]",Loop,Yes,80
TK2171,JN0090,JN0889,233.89,4,"[5.93, 62.97, 45.46, 184.48, 42.98, 55.02, 230.81, 164.21, 90.67, 176.32, 109.1]","[49.74, 114.13, 180.57, 41.71]",Loop,Yes,120
TK2172,JN0035,JN0107,410.31,9,"[307.62, 230.56, 263.12, 193.86, 293.95, 369.1, 20.95, 44.02, 281.31, 154.98, 115.55, 73.28, 234.96, 142.6, 208.42, 393.31, 311.12, 326.59, 50.96, 133.34]","[43.59, 397.39, 279.91, 7.89, 195.1, 108.13, 221.55, 73.3]",Double Line,Yes,120
TK2173,JN0585,JN0690,359.9,2,"[250.01, 311.91, 59.5, 293.42, 246.33, 59.73, 314.29, 335.78, 95.66, 53.51, 348.25, 8.24, 341.33, 77.82, 157.68, 110.97, 55.32]","[126.86, 194.07, 33.77, 291.22, 288.05, 287.01, 247.05]",Loop,Yes,160
TK2174,JN0627,JN0409,243.07,3,"[85.39, 135.26, 46.21, 196.51, 9.99, 169.08, 95.2, 140.6, 143.96, 172.77, 49.65, 129.16]","[103.77, 68.59, 120.5, 231.41]",Junction Track,No,80
TK2175,JN0976,JN0657,128.54,8,"[47.41, 14.95, 32.11, 93.99, 110.9, 34.14]","[75.67, 4.46]",Double Line,Yes,140
TK2176,JN0814,JN0113,45.23,5,"[34.7, 39.98]",[],Junction Track,No,100
TK2177,JN0462,JN0149,19.86,1,[9.39],[],Single Line,Yes,100
TK2178,JN0221,JN0127,249.59,2,"[18.67, 71.43, 118.51, 52.4, 19.85, 107.86, 111.94, 228.53, 31.91, 153.5, 79.79, 30.85]","[98.13, 106.81, 90.74, 191.12]",Single Line,No,120
TK2179,JN0946,JN0364,13.13,3,[10.76],[],Junction Track,No,100
TK2180,JN0025,JN1000,305.59,2,"[28.2, 48.49, 32.3, 78.29, 47.24, 202.86, 90.77, 219.5, 41.4, 63.9, 240.63, 193.77, 29.47, 293.19, 233.02]","[168.88, 104.79, 28.71, 109.46, 98.71, 23.95]",Yard Track,No,120
TK2181,JN0793,JN0679,143.12,2,"[30.27, 31.23, 119.51, 83.73, 44.58, 35.94, 30.47]","[79.35, 104.59]",Single Line,Yes,80
TK2182,JN0881,JN0308,369.95,2,"[145.74, 138.83, 116.23, 233.03, 74.61, 108.07, 31.53, 139.12, 23.82, 6.62, 238.98, 60.1, 13.02, 25.28, 73.7, 266.69, 4.39, 268.78]","[220.88, 190.12, 336.39, 306.91, 154.93, 2.48, 262.88]",Single Line,Yes,100
TK2183,JN0570,JN0711,266.67,4,"[85.7, 96.44, 172.89, 106.2, 59.89, 47.14, 193.08, 200.16, 52.19, 85.07, 255.09, 262.46, 156.08]","[201.85, 199.53, 105.48, 12.91, 197.52]",Loop,Yes,120
TK2184,JN0570,JN0652,235.51,4,"[177.9, 90.03, 192.14, 49.9, 50.22, 186.28, 131.72, 130.91, 135.11, 29.63, 82.33]","[134.97, 58.31, 118.7, 131.19]",Yard Track,No,160
TK2185,JN0604,JN0056,490.85,4,"[392.37, 97.03, 318.82, 339.84, 95.45, 356.79, 353.19, 77.19, 155.81, 461.96, 34.92, 112.38, 284.1, 475.48, 126.22, 400.92, 180.32, 173.02, 488.91, 401.13, 121.99, 91.13, 41.27, 236.93]","[164.19, 186.93, 211.76, 486.45, 1.41, 209.13, 31.89, 330.35, 24.75]",Junction Track,No,160
TK2186,JN0682,JN0969,64.83,3,"[5.9, 29.45, 55.38]",[36.94],Loop,Yes,80
TK2187,JN0162,JN0853,346.64,6,"[322.71, 149.74, 139.18, 337.75, 48.93, 87.48, 169.22, 181.48, 190.21, 73.53, 321.28, 243.86, 89.59, 101.98, 305.17, 131.85, 192.86]","[41.74, 87.26, 144.4, 227.44, 97.14, 329.57]",Double Line,Yes,100
TK2188,JN0418,JN0288,106.77,1,"[19.97, 52.48, 16.48, 75.36, 88.86]","[41.58, 42.36]",Single Line,Yes,100
TK2189,JN0354,JN0974,481.92,2,"[437.23, 156.81, 132.26, 185.37, 462.78, 368.47, 97.22, 362.67, 369.26, 457.89, 429.44, 45.88, 219.07, 338.79, 469.09, 41.04, 177.46, 237.21, 199.15, 219.65, 177.88, 467.76, 387.1, 355.01]","[197.93, 424.83, 44.98, 69.12, 459.78, 273.24, 76.85, 457.41, 469.8]",Single Line,No,80
TK2190,JN0620,JN0462,206.45,8,"[170.47, 114.84, 66.16, 130.16, 204.59, 118.51, 65.08, 50.29, 206.09, 175.57]","[57.7, 54.18, 165.92, 204.86]",Double Line,Yes,100
TK2191,JN0182,JN0043,483.75,4,"[300.94, 355.37, 287.24, 245.02, 426.1, 357.02, 415.94, 46.4, 278.87, 159.4, 248.35, 296.52, 409.14, 15.42, 79.33, 445.75, 467.92, 26.81, 160.5, 4.71, 366.42, 329.89, 273.22, 334.59]","[260.16, 115.54, 364.91, 378.91, 413.22, 461.53, 361.62, 26.39, 10.08]",Double Line,No,80
TK2192,JN0181,JN0726,72.4,2,"[59.97, 49.64, 52.19]",[61.4],Junction Track,Yes,140
TK2193,JN0556,JN0333,489.75,1,"[295.2, 86.74, 368.58, 222.59, 312.51, 425.84, 127.48, 179.23, 488.41, 248.85, 273.52, 139.79, 203.75, 245.63, 126.57, 116.63, 294.08, 89.94, 271.05, 345.87, 97.1, 365.29, 176.15, 486.08]","[479.5, 391.11, 167.85, 459.0, 489.15, 226.4, 300.99, 2.93, 21.32]",Single Line,Yes,160
TK2194,JN0602,JN0244,54.07,3,"[25.53, 50.45]",[3.38],Loop,Yes,140
TK2195,JN0522,JN0847,410.47,1,"[74.85, 260.87, 173.0, 10.68, 377.84, 30.84, 64.16, 368.23, 113.01, 335.63, 70.07, 19.78, 96.35, 304.57, 271.97, 127.5, 260.02, 272.95, 231.78, 384.0]","[325.76, 334.93, 174.82, 280.72, 75.26, 121.48, 206.23, 335.04]",Single Line,Yes,120
TK2196,JN0979,JN0860,393.77,9,"[273.39, 320.61, 297.91, 249.09, 1.66, 203.06, 234.39, 378.27, 256.14, 226.6, 213.1, 40.67, 168.38, 52.9, 20.75, 129.73, 254.15, 341.31, 319.09]","[116.04, 18.11, 158.56, 123.95, 146.19, 220.15, 11.98]",Double Line,Yes,100
TK2197,JN0342,JN0010,167.32,3,"[17.02, 39.53, 14.54, 67.26, 119.04, 47.94, 0.62, 93.21]","[115.78, 65.48, 49.69]",Loop,Yes,100
TK2198,JN0607,JN0330,367.98,5,"[209.46, 361.8, 273.49, 274.51, 94.79, 154.47, 126.04, 111.23, 269.03, 36.74, 60.88, 151.72, 111.4, 332.42, 73.76, 91.57, 65.53, 315.86]","[74.35, 129.56, 246.29, 28.57, 300.51, 259.89, 96.06]",Loop,Yes,160
TK2199,JN0859,JN0314,316.48,5,"[52.69, 148.93, 165.05, 243.81, 196.7, 126.37, 89.41, 307.93, 90.05, 40.98, 95.08, 103.47, 40.47, 224.12, 195.96]","[100.2, 314.27, 207.3, 222.55, 176.34, 174.56]",Double Line,Yes,100
TK2200,JN0614,JN0105,152.65,5,"[81.56, 43.55, 140.58, 2.65, 41.84, 135.29, 73.43]","[91.43, 114.45, 22.59]",Loop,Yes,160
TK2201,JN0842,JN0073,170.59,5,"[145.24, 164.06, 24.1, 102.45, 138.44, 140.4, 75.13, 38.45]","[66.04, 128.14, 169.52]",Loop,Yes,100
TK2202,JN0571,JN0162,127.64,1,"[91.46, 84.26, 113.71, 33.96, 56.38, 116.61]","[74.74, 9.11]",Single Line,Yes,100
TK2203,JN0074,JN0499,115.95,6,"[9.06, 21.07, 101.11, 104.23, 20.43]","[26.65, 61.52]",Double Line,Yes,140
TK2204,JN0827,JN0749,236.57,3,"[232.94, 58.98, 111.72, 81.15, 72.89, 89.39, 7.67, 125.86, 175.39, 204.35, 76.73]","[130.21, 211.21, 189.23, 109.79]",Junction Track,Yes,80
TK2205,JN0425,JN0724,379.96,4,"[230.7, 115.03, 283.46, 116.73, 334.14, 54.52, 217.26, 197.84, 100.2, 10.64, 56.44, 367.79, 357.66, 45.33, 142.43, 176.73, 181.65, 113.54]","[346.89, 345.19, 7.19, 246.98, 28.25, 227.03, 329.39]",Junction Track,Yes,160
TK2206,JN0714,JN0906,272.61,2,"[105.48, 207.15, 5.27, 17.44, 234.29, 11.71, 184.97, 86.94, 225.15, 231.0, 259.89, 26.05, 115.27]","[156.47, 249.73, 72.66, 19.53, 55.0]",Single Line,Yes,80
TK2207,JN0987,JN0808,224.37,9,"[148.14, 91.44, 128.13, 172.26, 58.8, 210.91, 30.91, 202.43, 166.22, 148.2, 18.6]","[206.19, 66.26, 167.29, 198.52]",Double Line,Yes,160
TK2208,JN0298,JN0864,252.38,1,"[132.94, 111.21, 159.82, 139.83, 15.52, 45.55, 3.42, 27.3, 184.2, 1.19, 76.83, 113.4]","[236.69, 82.53, 197.65, 103.16, 24.86]",Single Line,Yes,80
TK2209,JN0894,JN0563,454.83,5,"[84.43, 269.68, 79.38, 328.49, 139.7, 279.45, 401.47, 222.06, 87.46, 403.03, 163.09, 332.14, 145.59, 135.64, 292.01, 71.09, 394.32, 176.3, 8.77, 138.92, 357.02, 390.86]","[258.29, 133.77, 240.08, 380.41, 143.74, 175.31, 245.47, 403.5, 264.78]",Yard Track,Yes,80
TK2210,JN0634,JN0418,475.37,4,"[435.05, 231.41, 36.07, 200.13, 86.16, 134.77, 395.94, 254.46, 393.89, 468.54, 259.19, 433.67, 324.9, 48.4, 198.66, 313.24, 335.26, 409.14, 302.95, 42.83, 67.71, 156.08, 139.78]","[105.35, 293.45, 204.27, 325.63, 183.95, 130.29, 261.68, 46.0, 469.98]",Loop,Yes,100
TK2211,JN0996,JN0922,41.84,5,"[25.62, 38.34]",[],Junction Track,No,80
TK2212,JN0853,JN0466,329.81,5,"[59.53, 220.92, 174.07, 255.1, 31.04, 131.89, 79.11, 176.51, 154.43, 148.27, 104.11, 239.72, 158.83, 66.7, 180.55, 196.79]","[7.05, 67.21, 79.95, 81.82, 78.77, 89.59]",Yard Track,Yes,80
TK2213,JN0382,JN0028,431.37,2,"[417.38, 230.99, 263.37, 317.27, 143.95, 417.9, 65.71, 197.49, 62.74, 340.94, 46.29, 238.93, 45.21, 195.26, 120.92, 389.65, 22.9, 280.36, 299.91, 383.48, 378.62]","[421.47, 109.53, 118.55, 171.38, 231.89, 158.37, 319.34, 3.69]",Loop,Yes,160
TK2214,JN0919,JN0407,62.96,2,"[39.9, 54.81, 51.52]",[54.99],Loop,No,100
TK2215,JN0030,JN0787,171.79,7,"[16.2, 93.27, 92.8, 122.95, 55.3, 147.85, 106.96, 6.76]","[121.43, 155.81, 117.36]",Double Line,Yes,120
TK2216,JN0479,JN0138,306.29,2,"[8.01, 98.59, 58.58, 119.65, 74.07, 255.52, 213.69, 226.69, 110.53, 1.06, 67.12, 231.34, 184.64, 164.96, 85.92]","[23.2, 240.4, 11.84, 18.11, 90.34, 175.48]",Single Line,No,100
TK2217,JN0213,JN0179,412.44,1,"[364.56, 258.44, 35.4, 109.15, 409.95, 111.4, 239.42, 226.98, 165.95, 13.93, 117.27, 393.2, 7.92, 295.17, 368.2, 314.44, 133.32, 214.66, 357.81, 402.31]","[40.02, 51.29, 394.21, 359.9, 87.06, 400.11, 86.2, 36.51]",Single Line,Yes,160
TK2218,JN0721,JN0746,390.08,2,"[157.17, 246.47, 90.03, 228.92, 141.98, 271.11, 96.63, 72.35, 97.45, 365.09, 331.27, 323.34, 304.54, 248.46, 38.38, 126.64, 219.18, 41.25, 11.75]","[36.45, 42.16, 42.73, 74.18, 194.69, 111.35, 335.52]",Single Line,No,160
TK2219,JN0699,JN0248,278.28,5,"[40.18, 176.9, 232.92, 96.82, 207.78, 215.53, 179.1, 245.8, 40.3, 234.7, 169.95, 238.11, 148.23]","[91.26, 249.67, 244.16, 74.49, 207.07]",Loop,Yes,80
TK2220,JN0862,JN0900,410.66,5,"[104.63, 31.61, 258.98, 108.76, 9.63, 53.88, 385.34, 359.36, 340.69, 139.41, 293.43, 393.01, 233.08, 136.79, 328.25, 176.72, 237.09, 222.25, 89.28, 0.27]","[410.18, 171.18, 116.55, 314.52, 243.33, 361.57, 320.77, 115.71]",Junction Track,Yes,100
TK2221,JN0465,JN0230,123.59,1,"[9.5, 88.18, 4.33, 22.45, 73.26, 57.28]","[103.87, 75.13]",Single Line,No,160
TK2222,JN0756,JN0392,417.9,2,"[174.02, 7.68, 237.9, 81.25, 194.98, 337.81, 79.41, 86.97, 198.02, 199.13, 189.59, 290.23, 112.46, 108.88, 9.34, 159.53, 81.81, 247.23, 75.71, 373.83]","[354.81, 319.77, 337.89, 401.01, 133.65, 409.49, 372.15, 151.24]",Yard Track,No,100
TK2223,JN0150,JN0511,456.21,1,"[50.71, 78.55, 446.53, 189.87, 364.27, 342.27, 358.61, 348.83, 416.96, 270.35, 194.1, 422.1, 162.85, 287.73, 390.16, 417.9, 433.14, 301.07, 328.56, 226.98, 129.97, 7.38]","[101.3, 447.07, 367.88, 218.54, 156.75, 29.35, 4.62, 344.47, 449.63]",Single Line,Yes,120
TK2224,JN0704,JN0547,303.02,2,"[274.83, 270.71, 267.59, 154.66, 168.99, 187.79, 271.49, 253.98, 237.26, 204.76, 187.38, 279.53, 58.38, 58.4, 297.71]","[167.62, 146.47, 257.75, 257.5, 53.51, 52.6]",Junction Track,No,160
TK2225,JN0775,JN0422,421.55,5,"[13.97, 65.85, 232.84, 209.79, 144.94, 294.12, 151.85, 324.11, 341.13, 271.72, 117.6, 338.36, 106.14, 127.73, 256.64, 290.47, 156.52, 249.3, 104.54, 335.05, 418.23]","[294.4, 134.63, 147.02, 12.87, 272.72, 252.94, 402.4, 169.52]",Yard Track,No,160
TK2226,JN0064,JN0479,364.7,3,"[267.83, 250.99, 294.34, 314.27, 298.73, 44.44, 263.37, 306.82, 67.73, 77.97, 286.64, 125.43, 145.77, 137.55, 77.62, 342.38, 293.89, 91.37]","[38.69, 135.89, 151.46, 2.59, 323.54, 310.46, 310.05]",Loop,No,80
TK2227,JN0014,JN0727,480.34,8,"[149.09, 443.2, 41.54, 282.74, 233.15, 468.94, 462.71, 203.66, 212.01, 184.71, 379.07, 48.12, 55.79, 338.49, 8.02, 322.32, 61.82, 377.64, 355.28, 87.55, 363.59, 379.58, 444.59, 347.98]","[416.75, 306.21, 300.46, 324.4, 195.19, 109.79, 198.53, 285.03, 331.44]",Double Line,Yes,80
TK2228,JN0832,JN0161,227.19,4,"[160.48, 188.53, 78.45, 138.85, 108.53, 219.52, 200.47, 200.44, 131.59, 99.24, 148.09]","[36.27, 200.6, 61.62, 187.86]",Yard Track,Yes,160
TK2229,JN0327,JN0733,199.9,2,"[70.0, 183.28, 90.47, 99.48, 69.58, 14.6, 98.68, 154.8, 190.51]","[15.31, 159.4, 53.39]",Loop,No,80
TK2230,JN0813,JN0354,447.48,1,"[165.87, 178.13, 32.04, 346.91, 75.29, 18.36, 264.18, 299.18, 340.21, 39.28, 76.84, 81.58, 265.64, 398.13, 316.11, 140.83, 381.77, 299.72, 308.07, 428.4, 425.27, 172.58]","[284.53, 90.4, 184.32, 122.35, 164.39, 302.23, 94.08, 80.69]",Single Line,Yes,140
TK2231,JN0314,JN0958,268.05,2,"[4.54, 87.76, 160.44, 39.67, 26.35, 15.92, 169.03, 85.94, 100.16, 16.09, 197.82, 205.53, 222.33]","[174.68, 207.28, 154.72, 131.78, 69.64]",Loop,Yes,160
TK2232,JN0189,JN0500,101.43,4,"[67.94, 48.51, 63.65, 0.16, 12.44]","[22.01, 90.62]",Double Line,Yes,80
TK2233,JN0624,JN0665,437.55,8,"[168.89, 273.11, 210.19, 308.65, 270.3, 248.27, 418.65, 365.65, 266.4, 235.68, 316.76, 351.75, 129.18, 291.82, 59.14, 188.34, 410.61, 142.77, 67.48, 63.95, 172.27]","[98.52, 186.8, 314.55, 388.61, 48.2, 336.21, 45.28, 166.02]",Double Line,No,160
TK2234,JN0570,JN0009,170.16,2,"[126.09, 134.16, 51.86, 132.46, 135.79, 114.91, 6.57, 113.57]","[158.65, 105.55, 62.43]",Junction Track,Yes,120
TK2235,JN0973,JN0130,73.57,2,"[43.88, 63.36, 61.34]",[69.18],Single Line,No,140
TK2236,JN0827,JN0470,407.94,7,"[267.88, 369.82, 145.92, 243.23, 237.22, 51.8, 36.81, 362.84, 380.83, 368.88, 161.81, 117.33, 384.35, 360.13, 334.44, 136.33, 260.57, 306.13, 235.04, 245.58]","[308.69, 312.82, 97.89, 159.37, 318.68, 106.66, 373.51, 342.22]",Double Line,No,160
TK2237,JN0445,JN0707,54.79,4,"[52.7, 35.63]",[34.98],Yard Track,Yes,80
TK2238,JN0622,JN0772,496.71,4,"[212.56, 61.41, 18.42, 75.79, 147.59, 312.97, 482.27, 135.14, 392.3, 452.69, 194.5, 125.8, 243.92, 445.41, 5.45, 241.71, 376.3, 298.59, 247.03, 274.98, 307.58, 338.79, 176.92, 256.98]","[135.88, 488.76, 93.03, 74.83, 133.53, 457.0, 327.26, 226.46, 459.65]",Yard Track,No,120
TK2239,JN0315,JN0554,425.15,6,"[173.27, 337.15, 297.03, 20.68, 49.9, 359.79, 12.64, 391.11, 115.54, 254.4, 240.03, 168.47, 13.37, 81.83, 261.46, 189.78, 175.94, 41.54, 147.58, 223.81, 33.03]","[28.36, 208.99, 238.62, 109.54, 138.5, 338.79, 369.56, 138.27]",Double Line,Yes,80
TK2240,JN0946,JN0972,204.19,1,"[53.85, 139.21, 94.45, 54.76, 21.89, 177.02, 179.41, 15.31, 135.46, 33.2]","[131.97, 185.32, 53.13, 71.04]",Single Line,No,80
TK2241,JN0336,JN0490,425.03,5,"[112.34, 318.25, 198.68, 172.5, 68.27, 184.53, 308.63, 191.5, 370.94, 1.79, 76.49, 261.23, 285.61, 117.18, 400.33, 140.53, 174.77, 414.99, 203.67, 260.49, 229.59]","[75.45, 421.42, 25.11, 418.02, 198.91, 80.59, 70.95, 278.64]",Loop,No,80
TK2242,JN0060,JN0772,347.25,1,"[148.63, 159.59, 100.19, 302.44, 126.96, 220.69, 63.41, 213.82, 324.32, 269.76, 23.51, 220.15, 194.0, 117.57, 292.63, 274.92, 225.23]","[258.42, 67.08, 319.6, 231.98, 162.45, 67.06]",Single Line,Yes,100
TK2243,JN0365,JN0089,289.02,4,"[241.08, 92.4, 125.89, 82.01, 11.0, 21.02, 6.2, 152.39, 178.74, 88.93, 238.78, 256.66, 40.39, 15.01]","[92.31, 206.07, 146.66, 141.07, 44.05]",Junction Track,Yes,140
TK2244,JN0010,JN0456,340.63,5,"[21.75, 144.51, 205.78, 126.83, 60.98, 250.69, 47.7, 227.54, 325.89, 160.28, 68.27, 286.8, 172.18, 314.47, 245.45, 146.68, 210.3]","[57.89, 131.9, 202.29, 200.98, 200.02, 253.27]",Double Line,Yes,100
TK2245,JN0932,JN0671,37.1,3,[6.73],[],Junction Track,Yes,140
TK2246,JN0076,JN0724,95.36,2,"[74.96, 11.81, 68.16, 0.43]",[69.07],Loop,Yes,160
TK2247,JN0305,JN0157,383.45,1,"[210.64, 232.37, 58.14, 294.83, 359.05, 245.46, 363.45, 94.38, 14.0, 94.88, 248.52, 229.16, 102.54, 156.47, 140.97, 364.44, 120.53, 74.05, 216.89]","[47.86, 194.74, 263.41, 361.7, 342.14, 322.57, 151.03]",Single Line,No,120
TK2248,JN0615,JN0698,434.78,3,"[351.05, 115.91, 278.41, 240.55, 400.05, 324.42, 157.13, 244.23, 396.18, 98.47, 206.3, 96.38, 181.92, 25.31, 380.86, 425.33, 246.87, 240.9, 415.58, 170.98, 270.04]","[364.03, 219.89, 96.3, 353.35, 117.89, 366.86, 410.7, 237.41]",Yard Track,Yes,160
TK2249,JN0164,JN0869,410.95,8,"[129.7, 135.75, 238.48, 292.55, 4.62, 62.74, 371.01, 203.42, 202.14, 345.33, 53.17, 293.28, 208.03, 304.75, 279.14, 273.89, 351.79, 226.34, 167.61, 81.57]","[141.36, 357.5, 138.68, 404.96, 249.85, 334.91, 202.71, 268.99]",Double Line,No,140
TK2250,JN0911,JN0525,326.69,2,"[183.62, 36.02, 33.83, 313.91, 110.71, 83.48, 15.6, 56.82, 140.77, 111.75, 138.71, 229.96, 209.67, 161.11, 266.19, 280.08]","[193.01, 38.41, 132.69, 207.27, 20.53, 6.5]",Single Line,No,140
TK2251,JN0718,JN0825,225.34,5,"[186.14, 47.81, 218.27, 41.74, 159.7, 206.21, 217.53, 149.04, 129.39, 20.47, 4.46]","[222.13, 61.83, 16.28, 121.34]",Junction Track,Yes,80
TK2252,JN0297,JN0703,222.05,2,"[58.89, 123.7, 52.99, 169.17, 50.85, 136.49, 185.18, 60.32, 178.36, 20.54, 25.85]","[88.95, 90.36, 114.69, 5.26]",Single Line,Yes,120
TK2253,JN0053,JN0312,486.32,7,"[295.89, 352.44, 429.35, 113.38, 207.05, 159.73, 40.1, 15.53, 371.93, 62.85, 7.47, 213.21, 156.72, 32.15, 25.09, 444.08, 456.98, 234.55, 412.53, 389.1, 281.75, 365.13, 452.54, 275.4]","[248.83, 1.72, 263.65, 397.56, 370.62, 314.06, 11.96, 450.02, 208.68]",Double Line,Yes,100
TK2254,JN0559,JN0674,24.93,4,[1.26],[],Double Line,Yes,100
