Signal_ID,Location,Track_ID,Position_KM,Initial_State,Red_Time_Sec,Yellow_Time_Sec,Green_Time_Sec,Controlled_Tracks,Signal_Type,Last_Maintenance
SG3717,JN0789-JN0344,TK2147,35.65,Red,99,7,122,"[""TK2147""]",Automatic,2025-02-04 17:37:32.929381
SG3718,JN0803-JN0921,TK0241,103.6,Yellow,106,12,97,"[""TK0241""]",Automatic,2025-01-11 17:37:32.930147
SG3719,JN0990-JN0787,TK2609,433.81,Green,138,9,100,"[""TK2609"", ""TK2501""]",Manual,2025-04-14 17:37:32.931298
SG3720,JN0381-JN0809,TK0291,7.15,Red,141,5,292,"[""TK0291"", ""TK1942"", ""TK0878""]",Semi-Automatic,2025-06-21 17:37:32.932448
SG3721,JN0487-JN0673,TK0987,206.74,Red,60,14,299,"[""TK0987""]",Semi-Automatic,2025-03-02 17:37:32.933190
SG3722,JN0321-JN0127,TK0891,27.59,Yellow,151,8,252,"[""TK0891""]",Semi-Automatic,2025-04-30 17:37:32.933928
SG3723,JN0125-JN0356,TK1433,26.0,Green,171,7,184,"[""TK1433""]",Manual,2025-06-17 17:37:32.934664
SG3724,JN0613-JN0712,TK1838,13.67,Yellow,170,11,264,"[""TK1838""]",Manual,2024-10-25 17:37:32.935404
SG3725,JN0312-JN0106,TK0767,100.08,Yellow,165,10,115,"[""TK0767""]",Automatic,2025-01-10 17:37:32.936142
SG3726,JN0393-JN0992,TK1807,368.51,Yellow,155,10,105,"[""TK1807""]",Semi-Automatic,2025-07-20 17:37:32.936871
SG3727,JN0653-JN0644,TK0201,151.18,Red,117,12,140,"[""TK0201"", ""TK0080"", ""TK2016""]",Automatic,2025-07-22 17:37:32.938017
SG3728,JN0016-JN0733,TK1039,245.38,Green,169,11,107,"[""TK1039""]",Semi-Automatic,2025-05-05 17:37:32.938756
SG3729,JN0440-JN0396,TK2816,4.87,Red,102,12,150,"[""TK2816""]",Semi-Automatic,2025-06-05 17:37:32.939493
SG3730,JN0098-JN0538,TK0789,48.7,Red,117,11,297,"[""TK0789""]",Manual,2024-12-17 17:37:32.940224
SG3731,JN0866-JN0083,TK0354,65.13,Red,133,13,100,"[""TK0354""]",Automatic,2024-09-19 17:37:32.941023
SG3732,JN0751-JN0190,TK0684,354.24,Yellow,113,5,224,"[""TK0684"", ""TK2156""]",Manual,2024-12-20 17:37:32.942195
SG3733,JN0294-JN0504,TK0210,142.99,Red,179,13,233,"[""TK0210""]",Manual,2025-05-10 17:37:32.942937
SG3734,JN0214-JN0712,TK0699,15.5,Green,146,8,292,"[""TK0699""]",Automatic,2025-08-14 17:37:32.943675
SG3735,JN0836-JN0361,TK0384,23.2,Red,163,8,146,"[""TK0384""]",Semi-Automatic,2024-12-19 17:37:32.944415
SG3736,JN0977-JN0714,TK1573,158.67,Red,79,10,269,"[""TK1573""]",Automatic,2025-01-15 17:37:32.945176
SG3737,JN0143-JN0202,TK2422,49.07,Green,161,10,168,"[""TK2422"", ""TK1337""]",Manual,2024-10-08 17:37:32.946329
SG3738,JN0092-JN0496,TK2304,120.04,Red,67,5,204,"[""TK2304"", ""TK2588""]",Semi-Automatic,2025-04-27 17:37:32.947472
SG3739,JN0444-JN0885,TK1487,45.4,Yellow,85,7,151,"[""TK1487""]",Semi-Automatic,2024-11-16 17:37:32.948209
SG3740,JN0009-JN0346,TK1802,349.63,Red,74,11,159,"[""TK1802""]",Manual,2025-03-30 17:37:32.948945
SG3741,JN0212-JN0716,TK1447,12.15,Yellow,125,7,178,"[""TK1447""]",Manual,2024-11-01 17:37:32.949673
SG3742,JN0816-JN0837,TK1618,53.96,Red,142,10,108,"[""TK1618""]",Semi-Automatic,2025-04-13 17:37:32.950400
SG3743,JN0037-JN0575,TK0885,3.3,Green,147,12,153,"[""TK0885""]",Automatic,2025-04-15 17:37:32.951126
SG3744,JN0738-JN0927,TK1658,112.64,Yellow,176,7,149,"[""TK1658"", ""TK2803""]",Manual,2025-02-20 17:37:32.952263
SG3745,JN0782-JN0580,TK2764,53.86,Yellow,125,10,206,"[""TK2764"", ""TK2996"", ""TK1133""]",Automatic,2025-06-15 17:37:32.953410
SG3746,JN0781-JN0498,TK0667,69.36,Red,139,10,242,"[""TK0667""]",Manual,2025-07-22 17:37:32.954143
SG3747,JN0214-JN0874,TK1205,51.33,Green,178,5,237,"[""TK1205"", ""TK0987"", ""TK1795""]",Manual,2024-09-20 17:37:32.955287
SG3748,JN0510-JN0840,TK2478,96.72,Yellow,65,9,161,"[""TK2478""]",Semi-Automatic,2025-03-14 17:37:32.956029
SG3749,JN0624-JN0082,TK1990,170.93,Green,157,6,229,"[""TK1990""]",Automatic,2025-05-05 17:37:32.956905
SG3750,JN0171-JN0139,TK2626,123.84,Red,149,9,174,"[""TK2626"", ""TK0901"", ""TK0889""]",Manual,2025-04-23 17:37:32.958120
SG3751,JN0949-JN0708,TK1943,147.04,Red,134,8,234,"[""TK1943""]",Manual,2025-08-16 17:37:32.958899
SG3752,JN0738-JN0778,TK1988,321.45,Green,80,5,290,"[""TK1988"", ""TK2066"", ""TK1305""]",Automatic,2024-11-29 17:37:32.960057
SG3753,JN0759-JN0435,TK2817,205.21,Red,155,10,100,"[""TK2817""]",Manual,2024-10-07 17:37:32.960819
SG3754,JN0205-JN0134,TK2583,224.86,Yellow,78,14,95,"[""TK2583""]",Automatic,2025-09-13 17:37:32.961559
SG3755,JN0429-JN0523,TK2144,213.69,Yellow,111,10,267,"[""TK2144"", ""TK0461""]",Automatic,2025-07-26 17:37:32.962706
SG3756,JN0320-JN0604,TK1857,136.07,Yellow,129,9,232,"[""TK1857"", ""TK0890""]",Semi-Automatic,2024-11-19 17:37:32.963855
SG3757,JN0172-JN0857,TK1987,266.53,Yellow,156,5,193,"[""TK1987"", ""TK0651"", ""TK2282""]",Manual,2024-11-11 17:37:32.965006
SG3758,JN0341-JN0416,TK0356,70.03,Red,163,5,101,"[""TK0356""]",Manual,2025-05-07 17:37:32.965742
SG3759,JN0680-JN0854,TK0520,96.77,Yellow,179,7,236,"[""TK0520""]",Manual,2024-11-12 17:37:32.966471
SG3760,JN0293-JN0919,TK0108,38.1,Red,179,11,101,"[""TK0108"", ""TK0787""]",Manual,2025-02-15 17:37:32.967611
SG3761,JN0856-JN0700,TK1291,286.66,Red,176,5,247,"[""TK1291""]",Semi-Automatic,2025-04-02 17:37:32.968357
SG3762,JN0576-JN0289,TK0060,18.91,Green,152,14,166,"[""TK0060""]",Semi-Automatic,2025-07-29 17:37:32.969083
SG3763,JN0814-JN0578,TK0452,32.11,Red,129,13,174,"[""TK0452""]",Automatic,2025-09-07 17:37:32.969811
SG3764,JN0799-JN0456,TK2490,12.96,Yellow,167,5,109,"[""TK2490""]",Manual,2025-01-12 17:37:32.970541
SG3765,JN0177-JN0474,TK2314,296.73,Yellow,176,14,120,"[""TK2314""]",Manual,2025-08-22 17:37:32.971275
SG3766,JN0185-JN0283,TK0619,27.53,Green,131,8,217,"[""TK0619""]",Automatic,2025-06-12 17:37:32.972006
SG3767,JN0501-JN0835,TK2781,25.11,Green,121,7,279,"[""TK2781""]",Manual,2025-01-10 17:37:32.972767
SG3768,JN0164-JN0230,TK1402,26.63,Yellow,175,9,155,"[""TK1402""]",Automatic,2025-05-06 17:37:32.973509
SG3769,JN0823-JN0518,TK0705,89.46,Red,88,14,181,"[""TK0705""]",Automatic,2025-01-30 17:37:32.974241
SG3770,JN0855-JN0464,TK2616,76.17,Red,84,9,159,"[""TK2616"", ""TK2097"", ""TK0252""]",Automatic,2025-05-20 17:37:32.975405
SG3771,JN0846-JN0764,TK0600,134.64,Red,163,14,111,"[""TK0600""]",Semi-Automatic,2025-01-21 17:37:32.976147
SG3772,JN0384-JN0261,TK0730,32.32,Green,120,7,188,"[""TK0730""]",Manual,2025-06-01 17:37:32.976881
SG3773,JN0899-JN0794,TK1514,242.17,Yellow,60,8,215,"[""TK1514"", ""TK2089"", ""TK1648""]",Automatic,2025-03-24 17:37:32.978026
SG3774,JN0373-JN0310,TK1941,340.09,Yellow,178,6,288,"[""TK1941""]",Semi-Automatic,2025-03-04 17:37:32.978759
SG3775,JN0935-JN0004,TK0662,236.31,Red,99,11,91,"[""TK0662""]",Automatic,2024-11-25 17:37:32.979493
SG3776,JN0295-JN0651,TK1902,147.96,Green,158,11,265,"[""TK1902""]",Semi-Automatic,2025-02-24 17:37:32.980221
SG3777,JN0622-JN0901,TK2077,102.97,Green,101,13,197,"[""TK2077""]",Manual,2025-05-05 17:37:32.980949
SG3778,JN0501-JN0729,TK2803,104.72,Green,172,6,230,"[""TK2803""]",Automatic,2025-08-19 17:37:32.981677
SG3779,JN0852-JN0136,TK0486,32.06,Yellow,106,10,275,"[""TK0486""]",Automatic,2024-09-26 17:37:32.982400
SG3780,JN0721-JN0845,TK0495,6.26,Red,68,6,257,"[""TK0495""]",Automatic,2024-12-02 17:37:32.983121
SG3781,JN0747-JN0807,TK1395,101.51,Green,156,12,261,"[""TK1395"", ""TK2402""]",Semi-Automatic,2025-01-01 17:37:32.984257
SG3782,JN0340-JN0121,TK1261,154.17,Yellow,77,7,278,"[""TK1261"", ""TK1576"", ""TK1882""]",Semi-Automatic,2024-10-12 17:37:32.985408
SG3783,JN0298-JN0148,TK1699,319.52,Red,127,8,198,"[""TK1699""]",Semi-Automatic,2025-05-04 17:37:32.986141
SG3784,JN0621-JN0655,TK1422,12.96,Red,83,8,219,"[""TK1422""]",Semi-Automatic,2024-10-13 17:37:32.986868
SG3785,JN0500-JN0432,TK0668,24.35,Green,103,12,157,"[""TK0668"", ""TK0198""]",Semi-Automatic,2025-07-12 17:37:32.988057
SG3786,JN0952-JN0759,TK2115,56.76,Yellow,71,5,146,"[""TK2115""]",Semi-Automatic,2024-12-10 17:37:32.988847
SG3787,JN0523-JN0880,TK0095,226.18,Yellow,141,14,267,"[""TK0095""]",Automatic,2025-01-31 17:37:32.989591
SG3788,JN0247-JN0178,TK2709,127.5,Red,92,9,244,"[""TK2709"", ""TK1073"", ""TK2037""]",Automatic,2025-08-02 17:37:32.990755
SG3789,JN0326-JN0445,TK0621,9.27,Yellow,93,6,150,"[""TK0621""]",Automatic,2024-12-27 17:37:32.991495
SG3790,JN0576-JN0853,TK2258,7.89,Green,178,10,178,"[""TK2258"", ""TK2033"", ""TK2115""]",Automatic,2024-09-25 17:37:32.992646
SG3791,JN0805-JN0973,TK1344,401.03,Green,62,13,201,"[""TK1344""]",Semi-Automatic,2025-07-06 17:37:32.993386
SG3792,JN0866-JN0593,TK0664,20.81,Red,63,6,96,"[""TK0664"", ""TK1778""]",Automatic,2025-02-13 17:37:32.994532
SG3793,JN0576-JN0853,TK2258,23.8,Green,114,13,137,"[""TK2258""]",Automatic,2025-05-25 17:37:32.995266
SG3794,JN0907-JN0732,TK2382,39.77,Red,121,6,189,"[""TK2382""]",Manual,2025-03-20 17:37:32.996001
SG3795,JN0837-JN0159,TK2291,126.24,Red,87,10,288,"[""TK2291"", ""TK2702"", ""TK1149""]",Automatic,2025-06-12 17:37:32.997160
SG3796,JN0962-JN0365,TK2588,18.59,Yellow,152,11,248,"[""TK2588""]",Semi-Automatic,2025-03-29 17:37:32.997913
SG3797,JN0365-JN0089,TK2243,73.18,Red,73,5,131,"[""TK2243"", ""TK2365""]",Automatic,2025-03-30 17:37:32.999082
SG3798,JN0769-JN0124,TK0871,27.18,Red,124,6,114,"[""TK0871""]",Automatic,2025-08-23 17:37:32.999832
SG3799,JN0978-JN0390,TK0021,96.2,Yellow,119,10,132,"[""TK0021""]",Semi-Automatic,2024-11-11 17:37:33.000578
SG3800,JN0429-JN0523,TK2144,91.63,Red,99,13,143,"[""TK2144""]",Automatic,2025-07-07 17:37:33.001327
SG3801,JN0427-JN0522,TK1430,95.94,Yellow,155,11,236,"[""TK1430""]",Automatic,2025-04-11 17:37:33.002069
SG3802,JN0790-JN0527,TK1049,55.21,Yellow,128,12,95,"[""TK1049""]",Automatic,2024-10-26 17:37:33.002827
SG3803,JN0602-JN0993,TK0821,124.62,Yellow,155,10,174,"[""TK0821""]",Semi-Automatic,2025-03-23 17:37:33.004003
SG3804,JN0228-JN0377,TK1609,29.81,Yellow,151,6,131,"[""TK1609""]",Semi-Automatic,2025-07-20 17:37:33.005437
SG3805,JN0312-JN0082,TK1258,42.43,Yellow,101,8,209,"[""TK1258""]",Semi-Automatic,2025-06-20 17:37:33.006834
SG3806,JN0726-JN0725,TK1587,36.68,Green,163,14,200,"[""TK1587""]",Manual,2024-12-19 17:37:33.008221
SG3807,JN0624-JN0082,TK0537,226.22,Green,149,6,271,"[""TK0537"", ""TK1604""]",Manual,2024-10-12 17:37:33.010386
SG3808,JN0677-JN0519,TK1575,35.22,Yellow,109,12,258,"[""TK1575""]",Manual,2025-08-19 17:37:33.011784
SG3809,JN0294-JN0264,TK2805,248.95,Green,72,11,235,"[""TK2805""]",Manual,2025-06-30 17:37:33.013176
SG3810,JN0737-JN0257,TK2430,287.77,Yellow,158,10,223,"[""TK2430""]",Manual,2025-06-17 17:37:33.014568
SG3811,JN0814-JN0113,TK2176,9.14,Red,83,6,191,"[""TK2176""]",Manual,2025-02-24 17:37:33.015933
SG3812,JN0106-JN0437,TK0924,345.99,Yellow,165,8,215,"[""TK0924"", ""TK1174""]",Manual,2025-07-05 17:37:33.018111
SG3813,JN0843-JN0497,TK1835,6.22,Red,142,12,250,"[""TK1835"", ""TK1960""]",Automatic,2025-03-28 17:37:33.020231
SG3814,JN0448-JN0035,TK0330,333.09,Green,65,7,195,"[""TK0330""]",Semi-Automatic,2025-06-19 17:37:33.021065
SG3815,JN0653-JN0678,TK0248,69.79,Red,115,13,94,"[""TK0248""]",Manual,2025-03-01 17:37:33.021843
SG3816,JN0126-JN0140,TK1375,201.16,Green,157,8,218,"[""TK1375""]",Automatic,2025-03-05 17:37:33.022616
SG3817,JN0385-JN0148,TK1369,219.18,Red,162,5,296,"[""TK1369""]",Automatic,2025-05-25 17:37:33.023362
SG3818,JN0481-JN0075,TK2004,207.01,Green,78,12,183,"[""TK2004""]",Automatic,2024-11-09 17:37:33.024102
SG3819,JN0594-JN0704,TK1843,99.14,Red,154,13,223,"[""TK1843"", ""TK2098"", ""TK2112""]",Automatic,2025-07-06 17:37:33.025245
SG3820,JN0490-JN0085,TK2264,94.74,Red,78,14,165,"[""TK2264""]",Automatic,2024-10-26 17:37:33.025969
SG3821,JN0501-JN0835,TK2781,101.4,Green,130,5,266,"[""TK2781""]",Semi-Automatic,2025-09-06 17:37:33.026678
SG3822,JN0272-JN0711,TK2911,166.65,Yellow,124,7,250,"[""TK2911"", ""TK0293""]",Semi-Automatic,2024-11-12 17:37:33.027774
SG3823,JN0777-JN0983,TK0793,83.82,Red,156,6,91,"[""TK0793""]",Manual,2025-03-18 17:37:33.028478
SG3824,JN0325-JN0012,TK1973,264.62,Red,178,14,219,"[""TK1973"", ""TK0132""]",Manual,2025-09-09 17:37:33.029575
SG3825,JN0527-JN0656,TK0024,254.16,Red,122,13,222,"[""TK0024""]",Automatic,2025-06-04 17:37:33.030290
SG3826,JN0846-JN0618,TK0503,89.48,Yellow,159,9,286,"[""TK0503""]",Automatic,2025-07-12 17:37:33.030996
SG3827,JN0793-JN0679,TK2181,26.47,Yellow,66,9,112,"[""TK2181""]",Automatic,2025-05-18 17:37:33.031694
SG3828,JN0618-JN0017,TK1949,58.36,Green,150,5,267,"[""TK1949""]",Automatic,2025-04-27 17:37:33.032395
SG3829,JN0106-JN0848,TK0678,209.24,Green,152,13,209,"[""TK0678"", ""TK2234"", ""TK2388""]",Manual,2025-01-18 17:37:33.033539
SG3830,JN0911-JN0019,TK1853,54.06,Green,150,7,228,"[""TK1853"", ""TK2742""]",Semi-Automatic,2025-01-20 17:37:33.034688
SG3831,JN0866-JN0009,TK1193,87.36,Green,163,14,299,"[""TK1193""]",Automatic,2025-06-03 17:37:33.035407
SG3832,JN0384-JN0294,TK1089,40.25,Yellow,74,10,192,"[""TK1089"", ""TK2704""]",Semi-Automatic,2025-08-12 17:37:33.036520
SG3833,JN0429-JN0406,TK1648,160.88,Yellow,98,6,114,"[""TK1648"", ""TK0702"", ""TK2521""]",Semi-Automatic,2024-10-29 17:37:33.037640
SG3834,JN0827-JN0749,TK2204,87.79,Yellow,117,12,214,"[""TK2204""]",Semi-Automatic,2025-07-03 17:37:33.038355
SG3835,JN0044-JN0026,TK0939,336.24,Yellow,143,10,266,"[""TK0939""]",Automatic,2025-02-19 17:37:33.039106
SG3836,JN0753-JN0256,TK1814,18.06,Green,159,7,255,"[""TK1814""]",Manual,2025-08-01 17:37:33.039818
SG3837,JN0496-JN0215,TK1688,8.41,Yellow,161,8,169,"[""TK1688"", ""TK0497""]",Semi-Automatic,2024-10-03 17:37:33.040933
SG3838,JN0375-JN0844,TK1185,153.78,Green,117,6,222,"[""TK1185""]",Manual,2025-07-30 17:37:33.041654
SG3839,JN0366-JN0505,TK2690,120.92,Yellow,96,6,294,"[""TK2690""]",Semi-Automatic,2025-02-27 17:37:33.042374
SG3840,JN0530-JN0159,TK1563,38.9,Red,102,5,131,"[""TK1563""]",Semi-Automatic,2024-10-26 17:37:33.043090
SG3841,JN0334-JN0798,TK1725,86.8,Red,128,8,176,"[""TK1725""]",Automatic,2025-02-17 17:37:33.043802
SG3842,JN0933-JN0636,TK0734,255.93,Green,61,10,197,"[""TK0734""]",Manual,2025-07-06 17:37:33.044523
SG3843,JN0804-JN0017,TK2335,1.12,Green,177,6,268,"[""TK2335"", ""TK0984""]",Manual,2025-01-31 17:37:33.045644
SG3844,JN0204-JN0337,TK2155,12.17,Green,117,7,173,"[""TK2155""]",Manual,2024-11-14 17:37:33.046365
SG3845,JN0299-JN0620,TK1266,166.72,Green,81,8,166,"[""TK1266""]",Semi-Automatic,2025-08-17 17:37:33.047079
SG3846,JN0164-JN0657,TK0702,213.17,Red,131,9,269,"[""TK0702"", ""TK1323""]",Manual,2025-05-03 17:37:33.048196
SG3847,JN0680-JN0404,TK1442,55.88,Red,124,14,276,"[""TK1442"", ""TK0117"", ""TK0107""]",Manual,2025-09-06 17:37:33.049441
SG3848,JN0012-JN0122,TK0456,238.53,Yellow,147,11,268,"[""TK0456""]",Automatic,2025-02-20 17:37:33.050170
SG3849,JN0119-JN0153,TK2346,199.68,Yellow,174,10,245,"[""TK2346""]",Manual,2024-11-27 17:37:33.050890
SG3850,JN0928-JN0579,TK0460,37.86,Yellow,120,8,247,"[""TK0460"", ""TK0102""]",Manual,2024-09-20 17:37:33.052022
SG3851,JN0487-JN0673,TK0987,90.62,Red,115,5,153,"[""TK0987"", ""TK1110"", ""TK2485""]",Automatic,2025-07-13 17:37:33.053157
SG3852,JN0858-JN0293,TK0337,117.77,Green,107,8,205,"[""TK0337""]",Automatic,2024-09-30 17:37:33.053881
SG3853,JN0738-JN0927,TK1658,118.68,Yellow,68,7,293,"[""TK1658""]",Manual,2024-10-04 17:37:33.054602
SG3854,JN0094-JN0298,TK1938,53.08,Yellow,81,8,93,"[""TK1938""]",Automatic,2025-05-11 17:37:33.055319
SG3855,JN0018-JN0235,TK0403,224.02,Yellow,63,8,265,"[""TK0403""]",Semi-Automatic,2025-01-17 17:37:33.056037
SG3856,JN0956-JN0742,TK2398,184.67,Red,161,11,288,"[""TK2398"", ""TK1715"", ""TK2788""]",Semi-Automatic,2025-02-08 17:37:33.057168
SG3857,JN0221-JN0127,TK2178,219.02,Red,60,13,267,"[""TK2178""]",Automatic,2024-12-21 17:37:33.057897
SG3858,JN0478-JN0299,TK1463,54.89,Yellow,169,12,239,"[""TK1463""]",Automatic,2024-09-25 17:37:33.058625
SG3859,JN0807-JN0391,TK2286,67.29,Green,170,12,213,"[""TK2286""]",Automatic,2024-10-09 17:37:33.059350
SG3860,JN0637-JN0788,TK0123,252.13,Green,91,11,193,"[""TK0123""]",Manual,2025-05-05 17:37:33.060076
SG3861,JN0749-JN0427,TK2636,230.65,Yellow,91,5,137,"[""TK2636""]",Semi-Automatic,2025-04-21 17:37:33.060808
SG3862,JN0480-JN0156,TK1347,218.26,Yellow,165,13,269,"[""TK1347""]",Semi-Automatic,2025-03-21 17:37:33.061545
SG3863,JN0214-JN0874,TK1205,116.33,Yellow,131,14,231,"[""TK1205"", ""TK1669"", ""TK0216""]",Manual,2025-01-07 17:37:33.062699
SG3864,JN0616-JN0005,TK2271,34.98,Yellow,152,8,175,"[""TK2271"", ""TK2288"", ""TK2933""]",Manual,2025-05-21 17:37:33.063863
SG3865,JN0823-JN0638,TK1440,151.35,Green,155,5,157,"[""TK1440""]",Semi-Automatic,2025-02-20 17:37:33.064702
SG3866,JN0237-JN0312,TK1700,226.3,Red,178,10,234,"[""TK1700""]",Automatic,2024-12-08 17:37:33.065457
SG3867,JN0988-JN0467,TK2767,16.13,Green,89,7,150,"[""TK2767""]",Semi-Automatic,2024-11-24 17:37:33.066202
SG3868,JN0679-JN0011,TK0515,231.49,Green,176,13,180,"[""TK0515""]",Semi-Automatic,2025-04-07 17:37:33.066956
SG3869,JN0672-JN0420,TK1984,68.68,Green,152,8,182,"[""TK1984""]",Manual,2025-05-22 17:37:33.067703
SG3870,JN0092-JN0189,TK1951,123.31,Yellow,114,5,223,"[""TK1951"", ""TK2122"", ""TK0478""]",Automatic,2025-05-23 17:37:33.068868
SG3871,JN0923-JN0516,TK0782,121.84,Yellow,126,11,142,"[""TK0782""]",Semi-Automatic,2025-01-03 17:37:33.069619
SG3872,JN0446-JN0268,TK2671,0.68,Green,62,9,111,"[""TK2671""]",Automatic,2025-02-19 17:37:33.070367
SG3873,JN0170-JN0666,TK1791,343.48,Yellow,63,8,192,"[""TK1791""]",Automatic,2024-12-15 17:37:33.071117
SG3874,JN0347-JN0031,TK2041,32.5,Yellow,81,6,121,"[""TK2041""]",Semi-Automatic,2025-03-06 17:37:33.071867
SG3875,JN0888-JN0803,TK0132,20.82,Green,173,12,221,"[""TK0132""]",Semi-Automatic,2024-10-27 17:37:33.072618
SG3876,JN0336-JN0167,TK0848,226.22,Red,68,6,119,"[""TK0848""]",Manual,2024-09-26 17:37:33.073366
SG3877,JN0340-JN0040,TK2886,255.53,Red,131,12,158,"[""TK2886""]",Manual,2024-12-04 17:37:33.074117
SG3878,JN0517-JN0656,TK1020,98.03,Red,145,9,214,"[""TK1020""]",Semi-Automatic,2025-03-11 17:37:33.074870
SG3879,JN0056-JN0867,TK0805,142.76,Red,178,6,154,"[""TK0805"", ""TK0764""]",Semi-Automatic,2024-12-11 17:37:33.076047
SG3880,JN0474-JN0685,TK0264,154.07,Yellow,134,7,229,"[""TK0264"", ""TK0984""]",Automatic,2024-12-25 17:37:33.077224
SG3881,JN0847-JN0694,TK2395,172.4,Green,64,7,213,"[""TK2395"", ""TK1283"", ""TK2090""]",Automatic,2024-09-22 17:37:33.078407
SG3882,JN0506-JN0882,TK0276,13.9,Yellow,104,12,251,"[""TK0276"", ""TK2591""]",Automatic,2025-08-28 17:37:33.079588
SG3883,JN0025-JN0431,TK0393,7.38,Green,87,12,244,"[""TK0393"", ""TK1122""]",Manual,2025-08-09 17:37:33.081132
SG3884,JN0343-JN0133,TK1760,181.18,Green,177,11,254,"[""TK1760""]",Semi-Automatic,2025-03-13 17:37:33.081950
SG3885,JN0521-JN0736,TK1863,62.89,Red,91,10,160,"[""TK1863""]",Automatic,2025-01-03 17:37:33.082736
SG3886,JN0937-JN0123,TK2738,244.12,Green,155,10,280,"[""TK2738"", ""TK0532""]",Automatic,2025-05-15 17:37:33.083952
SG3887,JN0496-JN0215,TK1688,128.98,Yellow,145,14,163,"[""TK1688"", ""TK1344"", ""TK0238""]",Semi-Automatic,2025-07-22 17:37:33.085154
SG3888,JN0051-JN0659,TK0712,128.35,Green,119,7,94,"[""TK0712""]",Semi-Automatic,2024-10-27 17:37:33.085915
SG3889,JN0707-JN0628,TK1227,17.58,Green,178,6,203,"[""TK1227""]",Manual,2024-10-07 17:37:33.086664
SG3890,JN0797-JN0741,TK0244,89.02,Red,95,7,152,"[""TK0244"", ""TK1470"", ""TK1063""]",Semi-Automatic,2025-03-06 17:37:33.087829
SG3891,JN0031-JN0975,TK2838,113.77,Green,154,7,173,"[""TK2838""]",Semi-Automatic,2024-12-06 17:37:33.088593
SG3892,JN0991-JN0197,TK2027,19.41,Red,119,10,282,"[""TK2027""]",Manual,2025-08-09 17:37:33.089322
SG3893,JN0522-JN0084,TK1977,174.38,Red,128,14,104,"[""TK1977"", ""TK0264""]",Manual,2025-05-17 17:37:33.090453
SG3894,JN0332-JN0277,TK2148,217.97,Green,137,8,186,"[""TK2148""]",Automatic,2025-05-02 17:37:33.091177
SG3895,JN0634-JN0976,TK2715,0.42,Green,107,9,206,"[""TK2715""]",Semi-Automatic,2025-09-09 17:37:33.091901
SG3896,JN0805-JN0311,TK0277,88.47,Red,124,12,166,"[""TK0277""]",Manual,2025-01-02 17:37:33.092618
SG3897,JN0827-JN0121,TK0847,309.43,Yellow,125,5,287,"[""TK0847""]",Manual,2025-05-26 17:37:33.093334
SG3898,JN0449-JN0910,TK0328,39.05,Green,131,7,141,"[""TK0328""]",Automatic,2025-07-13 17:37:33.094051
SG3899,JN0941-JN0594,TK2365,128.29,Yellow,109,13,258,"[""TK2365"", ""TK2266"", ""TK0778""]",Semi-Automatic,2025-02-20 17:37:33.095179
SG3900,JN0184-JN0478,TK0755,21.36,Yellow,155,12,180,"[""TK0755"", ""TK0255"", ""TK1307""]",Manual,2025-04-07 17:37:33.096319
SG3901,JN0349-JN0400,TK0586,325.85,Red,157,8,273,"[""TK0586""]",Manual,2025-02-26 17:37:33.097441
SG3902,JN0812-JN0903,TK0303,309.99,Red,117,10,199,"[""TK0303""]",Manual,2025-09-08 17:37:33.098487
SG3903,JN0343-JN0945,TK2763,217.59,Green,164,13,220,"[""TK2763"", ""TK0740"", ""TK2844""]",Manual,2024-10-07 17:37:33.099603
SG3904,JN0602-JN0232,TK0010,192.04,Green,127,6,209,"[""TK0010""]",Automatic,2025-05-21 17:37:33.100339
SG3905,JN0185-JN0835,TK0612,198.91,Red,66,7,270,"[""TK0612"", ""TK2888""]",Semi-Automatic,2025-08-14 17:37:33.101458
SG3906,JN0935-JN0596,TK2739,71.82,Red,170,14,211,"[""TK2739""]",Automatic,2025-07-04 17:37:33.102192
SG3907,JN0091-JN0723,TK0433,56.67,Yellow,80,14,189,"[""TK0433"", ""TK0507""]",Manual,2025-09-10 17:37:33.103323
SG3908,JN0249-JN0643,TK0598,145.85,Yellow,67,7,167,"[""TK0598""]",Manual,2025-03-16 17:37:33.104060
SG3909,JN0651-JN0613,TK0295,306.37,Green,70,13,126,"[""TK0295""]",Automatic,2025-02-05 17:37:33.104778
SG3910,JN0404-JN0682,TK0927,16.63,Red,106,11,193,"[""TK0927""]",Manual,2024-12-14 17:37:33.105503
SG3911,JN0855-JN0464,TK2616,40.44,Yellow,143,6,252,"[""TK2616""]",Semi-Automatic,2025-01-15 17:37:33.106235
SG3912,JN0976-JN0668,TK0880,233.54,Red,106,5,130,"[""TK0880""]",Manual,2024-12-22 17:37:33.106956
SG3913,JN0872-JN0472,TK2625,78.21,Green,147,10,154,"[""TK2625"", ""TK1209""]",Manual,2024-09-29 17:37:33.108088
SG3914,JN0366-JN0620,TK0777,8.05,Green,77,14,188,"[""TK0777""]",Semi-Automatic,2024-09-25 17:37:33.108818
SG3915,JN0854-JN0159,TK0682,30.45,Green,61,5,90,"[""TK0682"", ""TK0809""]",Manual,2025-04-19 17:37:33.109955
SG3916,JN0350-JN0094,TK1661,287.3,Yellow,136,9,248,"[""TK1661""]",Semi-Automatic,2025-03-22 17:37:33.110691
SG3917,JN0077-JN0647,TK1210,27.29,Green,176,7,258,"[""TK1210""]",Manual,2024-11-25 17:37:33.111618
