Train_ID,Train_Name,Train_Type,Max_Speed,Avg_Speed,Train_Length,Capacity,Priority_Level,Color_Code
TR1017,Sangli_Superfast_1017,Superfast,96,79,228,649,2,#00FFFF
TR1018,Ahmedabad_Freight_1018,Freight,74,63,446,3851,3,#0000FF
TR1019,Allahabad_Central_Shatabdi_1019,Shatabdi,152,129,295,753,1,#808080
TR1020,Solapur_Local_1020,Local,96,86,228,1145,2,#008000
TR1021,Jaipur_Superfast_1021,Superfast,81,70,187,1101,2,#800080
TR1022,Asansol_Freight_1022,Freight,81,70,288,4280,3,#808080
TR1023,Allahabad_Superfast_1023,Superfast,99,85,171,1044,2,#FF00FF
TR1024,Agra_Metro_1024,Metro,87,68,142,927,2,#000080
TR1025,Agra_Junction_Rajdhani_1025,Rajdhani,141,123,293,484,1,#FF0000
TR1026,Gorakhpur_Central_Rajdhani_1026,Rajdhani,164,145,347,468,1,#0000FF
TR1027,Lucknow_Passenger_1027,Passenger,84,67,215,1025,2,#808000
TR1028,Chennai_Central_Terminal_Local_1028,Local,101,86,259,877,2,#00FF00
TR1029,Chandigarh_Central_Rajdhani_1029,Rajdhani,140,111,200,496,1,#FFFF00
TR1030,Udaipur_Local_1030,Local,108,97,208,882,2,#FF0000
TR1031,Jamshedpur_Local_1031,Local,89,71,219,1038,2,#00FF00
TR1032,Kota_Terminal_Rajdhani_1032,Rajdhani,163,141,212,512,1,#00FF00
TR1033,Allahabad_Central_Shatabdi_1033,Shatabdi,152,137,238,628,1,#000080
TR1034,Bangalore_Junction_Passenger_1034,Passenger,94,83,179,781,2,#000080
TR1035,Pune_Terminal_Local_1035,Local,82,66,295,847,2,#FFA500
TR1036,Dibrugarh_Metro_1036,Metro,75,60,167,992,2,#FFFF00
TR1037,Jalandhar_Express_1037,Express,110,91,325,1273,2,#0000FF
TR1038,Chandigarh_Central_Metro_1038,Metro,88,73,119,927,2,#808000
TR1039,Madurai_Shatabdi_1039,Shatabdi,147,132,312,581,1,#FFA500
TR1040,Jamshedpur_Freight_1040,Freight,81,57,298,4768,3,#808080
TR1041,Bangalore_Junction_Superfast_1041,Superfast,101,88,191,725,2,#FF0000
TR1042,Agra_Rajdhani_1042,Rajdhani,169,153,321,646,1,#00FFFF
TR1043,Kota_Terminal_Shatabdi_1043,Shatabdi,162,139,309,606,1,#00FFFF
TR1044,Hubli_Terminal_Freight_1044,Freight,83,67,256,4986,3,#00FF00
TR1045,Mysore_Central_Freight_1045,Freight,77,55,397,3944,3,#FF0000
TR1046,Bhopal_Central_Freight_1046,Freight,60,40,215,3836,3,#C0C0C0
TR1047,Bangalore_Terminal_Shatabdi_1047,Shatabdi,179,155,264,735,1,#000080
TR1048,Coimbatore_Metro_1048,Metro,80,70,158,1176,2,#FFA500
TR1049,Kochi_Central_Local_1049,Local,100,84,228,707,2,#808080
TR1050,Bikaner_Terminal_Superfast_1050,Superfast,83,67,159,601,2,#C0C0C0
TR1051,Pune_Central_Passenger_1051,Passenger,84,69,181,749,2,#FFFF00
TR1052,Agra_Junction_Passenger_1052,Passenger,101,87,295,657,2,#C0C0C0
TR1053,Sangli_Passenger_1053,Passenger,102,86,284,1009,2,#008080
TR1054,Ahmedabad_Terminal_Freight_1054,Freight,85,75,235,4022,3,#FFA500
TR1055,Surat_Terminal_Metro_1055,Metro,96,78,160,868,2,#FFA500
TR1056,Sangli_Express_1056,Express,100,79,284,1430,2,#0000FF
TR1057,Kolkata_Rajdhani_1057,Rajdhani,168,152,270,496,1,#000080
TR1058,Bokaro_Metro_1058,Metro,87,71,100,904,2,#808080
TR1059,Mumbai_Central_Central_Local_1059,Local,85,69,220,609,2,#00FF00
TR1060,Satna_Shatabdi_1060,Shatabdi,175,156,296,525,1,#0000FF
TR1061,Udaipur_Rajdhani_1061,Rajdhani,151,129,240,607,1,#808080
TR1062,Ajmer_Central_Freight_1062,Freight,87,77,386,4903,3,#00FF00
TR1063,Surat_Rajdhani_1063,Rajdhani,175,159,212,598,1,#008000
TR1064,Trivandrum_Rajdhani_1064,Rajdhani,161,132,273,602,1,#FF00FF
TR1065,Jodhpur_Junction_Metro_1065,Metro,80,66,140,965,2,#800080
TR1066,Chandigarh_Central_Metro_1066,Metro,83,66,116,896,2,#FF00FF
TR1067,Ujjain_Passenger_1067,Passenger,81,63,286,917,2,#FF0000
TR1068,Mangalore_Central_Passenger_1068,Passenger,100,89,243,967,2,#000080
TR1069,Madurai_Terminal_Freight_1069,Freight,80,66,382,4985,3,#800080
TR1070,Shimla_Express_1070,Express,112,97,350,1073,1,#00FF00
TR1071,Davangere_Passenger_1071,Passenger,88,78,281,756,2,#808000
TR1072,Ahmedabad_Central_Local_1072,Local,103,86,256,1158,2,#008000
TR1073,Mumbai_Central_Central_Superfast_1073,Superfast,94,80,168,846,2,#FFFF00
TR1074,Srinagar_Junction_Express_1074,Express,124,100,331,953,2,#FF00FF
TR1075,Agra_Freight_1075,Freight,61,51,474,3857,3,#008080
TR1076,Coimbatore_Terminal_Passenger_1076,Passenger,91,81,204,648,2,#0000FF
TR1077,Jammu_Metro_1077,Metro,89,76,106,1172,2,#808080
TR1078,Jamshedpur_Local_1078,Local,95,78,203,788,2,#FF0000
TR1079,Ajmer_Central_Passenger_1079,Passenger,104,85,293,717,2,#800080
TR1080,Itarsi_Superfast_1080,Superfast,86,71,229,747,2,#008000
TR1081,Indore_Terminal_Shatabdi_1081,Shatabdi,165,141,225,733,1,#C0C0C0
TR1082,Varanasi_Terminal_Local_1082,Local,82,69,151,667,2,#008080
TR1083,Solapur_Shatabdi_1083,Shatabdi,151,127,212,443,1,#800080
TR1084,Madurai_Central_Shatabdi_1084,Shatabdi,173,147,348,681,1,#FFFF00
TR1085,Haridwar_Terminal_Metro_1085,Metro,71,52,178,886,2,#FFA500
TR1086,Ajmer_Terminal_Passenger_1086,Passenger,109,98,169,1195,2,#808080
TR1087,Solapur_Freight_1087,Freight,82,61,299,4879,3,#0000FF
TR1088,Indore_Express_1088,Express,111,91,267,991,2,#FFFF00
TR1089,Dibrugarh_Terminal_Freight_1089,Freight,81,58,250,4444,3,#FFA500
TR1090,Madurai_Junction_Metro_1090,Metro,85,73,183,1061,2,#FF00FF
TR1091,Nagpur_Freight_1091,Freight,64,48,268,1442,3,#0000FF
TR1092,Vadodara_Junction_Express_1092,Express,104,83,264,1492,2,#C0C0C0
TR1093,Indore_Terminal_Shatabdi_1093,Shatabdi,156,132,348,727,1,#808000
TR1094,Indore_Junction_Shatabdi_1094,Shatabdi,147,123,234,780,1,#808080
TR1095,Ahmedabad_Central_Rajdhani_1095,Rajdhani,153,129,237,539,1,#FFA500
TR1096,Patna_Terminal_Shatabdi_1096,Shatabdi,173,150,321,409,1,#FF0000
TR1097,Indore_Freight_1097,Freight,89,65,456,1882,3,#FFA500
TR1098,Ludhiana_Terminal_Local_1098,Local,89,78,234,705,2,#008000
TR1099,Indore_Local_1099,Local,97,83,279,618,2,#FF0000
TR1100,Gorakhpur_Junction_Express_1100,Express,101,81,260,1191,2,#008000
TR1101,Nashik_Terminal_Rajdhani_1101,Rajdhani,151,128,207,401,1,#008080
TR1102,Ahmedabad_Superfast_1102,Superfast,83,64,261,1068,2,#FFFF00
TR1103,Jammu_Central_Superfast_1103,Superfast,89,74,199,835,2,#FFA500
TR1104,Surat_Central_Local_1104,Local,103,87,286,734,2,#000080
TR1105,New_Delhi_Junction_Shatabdi_1105,Shatabdi,177,157,243,588,1,#008080
TR1106,Coimbatore_Junction_Express_1106,Express,122,98,287,1189,2,#0000FF
TR1107,Jaipur_Central_Express_1107,Express,123,101,306,1047,2,#FFA500
TR1108,Chennai_Central_Central_Metro_1108,Metro,70,59,156,1019,2,#008080
TR1109,Hubli_Junction_Metro_1109,Metro,79,60,151,909,2,#000080
TR1110,New_Delhi_Central_Express_1110,Express,124,103,375,856,2,#C0C0C0
TR1111,Nashik_Rajdhani_1111,Rajdhani,146,124,201,688,1,#FF0000
TR1112,Gwalior_Junction_Superfast_1112,Superfast,81,68,263,1034,2,#808080
TR1113,Hubli_Terminal_Shatabdi_1113,Shatabdi,163,141,229,780,1,#FF00FF
TR1114,Haridwar_Express_1114,Express,122,104,262,976,1,#008000
TR1115,Varanasi_Local_1115,Local,89,77,243,809,2,#000080
TR1116,Ajmer_Rajdhani_1116,Rajdhani,155,140,223,539,1,#FF00FF
TR1117,Bangalore_Passenger_1117,Passenger,87,76,261,656,2,#000080
TR1118,Mumbai_Central_Central_Shatabdi_1118,Shatabdi,152,135,202,684,1,#800080
TR1119,Surat_Terminal_Freight_1119,Freight,85,66,275,4326,3,#808000
TR1120,Jaipur_Terminal_Local_1120,Local,107,96,151,1188,2,#FF00FF
TR1121,Vijayawada_Terminal_Rajdhani_1121,Rajdhani,165,141,215,487,1,#800080
TR1122,Haridwar_Junction_Shatabdi_1122,Shatabdi,148,119,204,796,1,#000080
TR1123,Pune_Terminal_Local_1123,Local,92,74,292,965,2,#800080
TR1124,Guwahati_Central_Rajdhani_1124,Rajdhani,146,124,342,754,1,#FF00FF
TR1125,Kochi_Shatabdi_1125,Shatabdi,140,122,307,410,1,#C0C0C0
TR1126,Patna_Central_Superfast_1126,Superfast,102,88,272,1095,2,#808080
TR1127,Pune_Terminal_Superfast_1127,Superfast,83,66,202,935,2,#008000
TR1128,Shimla_Terminal_Local_1128,Local,91,72,246,956,2,#008000
TR1129,Bangalore_Central_Local_1129,Local,84,69,205,883,2,#FF00FF
TR1130,Jalpaiguri_Express_1130,Express,113,97,361,1414,1,#808080
TR1131,Kota_Freight_1131,Freight,69,54,380,3883,3,#FFA500
TR1132,Satna_Metro_1132,Metro,78,61,150,900,2,#808000
TR1133,Jammu_Junction_Passenger_1133,Passenger,94,79,154,998,2,#0000FF
TR1134,Gwalior_Junction_Shatabdi_1134,Shatabdi,149,123,294,403,1,#800080
TR1135,Bareilly_Central_Local_1135,Local,104,88,250,1019,2,#008000
TR1136,Indore_Terminal_Superfast_1136,Superfast,100,89,212,1109,2,#FFA500
TR1137,Hubli_Junction_Express_1137,Express,108,90,277,1224,2,#008080
TR1138,Shimla_Junction_Local_1138,Local,84,73,245,1112,2,#FF0000
TR1139,Mangalore_Junction_Metro_1139,Metro,96,79,141,973,2,#000080
TR1140,Bikaner_Central_Passenger_1140,Passenger,109,94,281,749,2,#808000
TR1141,Dibrugarh_Passenger_1141,Passenger,83,67,279,814,2,#800080
TR1142,Ludhiana_Metro_1142,Metro,92,75,150,847,2,#00FF00
TR1143,Ajmer_Junction_Rajdhani_1143,Rajdhani,163,148,279,779,1,#C0C0C0
TR1144,New_Delhi_Junction_Rajdhani_1144,Rajdhani,166,148,312,594,1,#00FF00
TR1145,Ludhiana_Central_Passenger_1145,Passenger,97,81,204,1187,2,#800080
TR1146,Amritsar_Central_Local_1146,Local,91,72,233,845,2,#FFA500
TR1147,Aurangabad_Local_1147,Local,95,81,186,744,2,#0000FF
TR1148,Ludhiana_Junction_Shatabdi_1148,Shatabdi,157,129,299,461,1,#FFFF00
TR1149,Hubli_Terminal_Freight_1149,Freight,72,51,448,4078,3,#FF00FF
TR1150,Kanpur_Local_1150,Local,106,95,204,924,2,#000080
TR1151,Nashik_Central_Passenger_1151,Passenger,92,76,271,1052,2,#000080
TR1152,Agra_Terminal_Shatabdi_1152,Shatabdi,166,140,348,527,1,#FF0000
TR1153,Jodhpur_Local_1153,Local,96,80,234,677,2,#FF00FF
TR1154,Ajmer_Junction_Passenger_1154,Passenger,88,78,207,668,2,#808080
TR1155,Gwalior_Central_Rajdhani_1155,Rajdhani,179,159,262,570,1,#FFFF00
TR1156,Bikaner_Central_Express_1156,Express,100,78,292,1408,2,#FFFF00
TR1157,Itarsi_Express_1157,Express,111,87,378,894,1,#000080
TR1158,Asansol_Freight_1158,Freight,80,59,279,1126,3,#808080
TR1159,Madurai_Central_Rajdhani_1159,Rajdhani,159,139,224,581,1,#FF00FF
TR1160,Kolkata_Central_Metro_1160,Metro,90,79,156,997,2,#0000FF
TR1161,Hubli_Junction_Metro_1161,Metro,70,60,102,1036,2,#FF00FF
TR1162,Jaipur_Terminal_Freight_1162,Freight,68,51,352,4394,3,#C0C0C0
TR1163,Bangalore_Junction_Shatabdi_1163,Shatabdi,159,141,308,571,1,#FF00FF
TR1164,New_Delhi_Central_Metro_1164,Metro,92,76,176,997,2,#008000
TR1165,Nagpur_Terminal_Passenger_1165,Passenger,108,97,284,874,2,#000080
TR1166,Raipur_Express_1166,Express,126,108,251,1128,2,#808080
TR1167,Meerut_Terminal_Local_1167,Local,98,88,266,1022,2,#FF0000
TR1168,Dehradun_Central_Rajdhani_1168,Rajdhani,175,153,228,787,1,#FFFF00
TR1169,Hubli_Junction_Freight_1169,Freight,83,60,345,2860,3,#008000
TR1170,New_Delhi_Terminal_Freight_1170,Freight,71,60,485,1528,3,#808000
TR1171,Lucknow_Freight_1171,Freight,82,72,487,1640,3,#008080
TR1172,Jalandhar_Terminal_Metro_1172,Metro,97,85,126,1013,2,#C0C0C0
TR1173,Surat_Central_Local_1173,Local,99,89,258,1032,2,#000080
TR1174,New_Delhi_Junction_Rajdhani_1174,Rajdhani,171,143,323,502,1,#00FF00
TR1175,Jammu_Junction_Metro_1175,Metro,83,72,148,966,2,#00FF00
TR1176,Mysore_Junction_Local_1176,Local,87,72,220,1078,2,#00FF00
TR1177,Davangere_Local_1177,Local,85,67,184,1093,2,#FF00FF
TR1178,Trivandrum_Central_Shatabdi_1178,Shatabdi,167,139,349,403,1,#FFA500
TR1179,Amritsar_Central_Metro_1179,Metro,89,74,167,1110,2,#800080
TR1180,Pune_Terminal_Passenger_1180,Passenger,80,64,289,950,2,#FF00FF
TR1181,Varanasi_Junction_Local_1181,Local,97,78,273,957,2,#FFA500
TR1182,Agra_Express_1182,Express,101,77,371,1262,2,#FFFF00
TR1183,Kochi_Central_Rajdhani_1183,Rajdhani,170,153,318,651,1,#00FFFF
TR1184,Surat_Express_1184,Express,105,81,293,978,2,#808080
TR1185,Satna_Shatabdi_1185,Shatabdi,176,160,285,402,1,#0000FF
TR1186,Patna_Terminal_Freight_1186,Freight,88,67,375,4164,3,#FFA500
TR1187,Dibrugarh_Central_Superfast_1187,Superfast,103,92,287,603,2,#800080
TR1188,Shimla_Central_Passenger_1188,Passenger,99,84,286,924,2,#C0C0C0
TR1189,Coimbatore_Junction_Freight_1189,Freight,80,63,203,4557,3,#808000
TR1190,Bikaner_Junction_Freight_1190,Freight,62,49,367,4064,3,#00FFFF
TR1191,Haridwar_Terminal_Freight_1191,Freight,83,62,495,1472,3,#FFFF00
TR1192,Agra_Shatabdi_1192,Shatabdi,153,126,205,554,1,#FFFF00
TR1193,Aurangabad_Metro_1193,Metro,86,74,101,1136,2,#FFFF00
TR1194,Guwahati_Junction_Express_1194,Express,119,95,316,1333,2,#008080
TR1195,Bhopal_Express_1195,Express,111,89,288,1380,2,#008000
TR1196,Haridwar_Passenger_1196,Passenger,100,83,206,952,2,#00FFFF
TR1197,Shimla_Junction_Metro_1197,Metro,82,70,104,1058,2,#808000
TR1198,Pune_Terminal_Shatabdi_1198,Shatabdi,146,127,337,583,1,#FFFF00
TR1199,Korba_Express_1199,Express,102,80,320,1342,2,#00FFFF
TR1200,Meerut_Terminal_Passenger_1200,Passenger,99,81,289,1063,2,#FFA500
TR1201,Mysore_Terminal_Passenger_1201,Passenger,92,77,219,690,2,#00FF00
TR1202,Kanpur_Junction_Metro_1202,Metro,91,78,178,888,2,#C0C0C0
TR1203,Vijayawada_Metro_1203,Metro,74,64,132,851,2,#00FF00
TR1204,Nagpur_Central_Rajdhani_1204,Rajdhani,144,123,317,673,1,#FF00FF
TR1205,Bikaner_Junction_Shatabdi_1205,Shatabdi,170,146,322,478,1,#008080
TR1206,Madurai_Central_Express_1206,Express,122,107,347,815,2,#00FF00
TR1207,Indore_Junction_Shatabdi_1207,Shatabdi,152,129,268,714,1,#008080
TR1208,Kolkata_Terminal_Superfast_1208,Superfast,86,73,240,788,2,#000080
TR1209,Hubli_Junction_Superfast_1209,Superfast,106,87,156,727,2,#FF00FF
TR1210,Puri_Freight_1210,Freight,65,51,425,1470,3,#000080
TR1211,Kota_Junction_Metro_1211,Metro,88,70,192,863,2,#C0C0C0
TR1212,Nagpur_Junction_Express_1212,Express,118,97,278,802,1,#808000
TR1213,Dehradun_Passenger_1213,Passenger,85,66,170,802,2,#00FFFF
TR1214,Davangere_Shatabdi_1214,Shatabdi,141,116,310,563,1,#808000
TR1215,Surat_Central_Passenger_1215,Passenger,82,70,252,1011,2,#008000
TR1216,Bhubaneswar_Freight_1216,Freight,65,52,390,2986,3,#00FF00
TR1217,Kanpur_Central_Express_1217,Express,129,105,259,1380,1,#008080
TR1218,Bikaner_Central_Local_1218,Local,101,87,219,648,2,#0000FF
TR1219,Bina_Express_1219,Express,104,80,275,1145,1,#FF00FF
TR1220,Patna_Central_Shatabdi_1220,Shatabdi,154,129,200,543,1,#FF00FF
TR1221,Indore_Central_Freight_1221,Freight,79,55,212,1862,3,#FFA500
TR1222,Mysore_Terminal_Freight_1222,Freight,80,69,354,1437,3,#000080
TR1223,Chennai_Central_Terminal_Express_1223,Express,129,109,257,973,1,#FF00FF
TR1224,Gorakhpur_Junction_Rajdhani_1224,Rajdhani,177,158,314,599,1,#FF00FF
TR1225,Jammu_Metro_1225,Metro,93,80,157,1063,2,#00FF00
TR1226,Coimbatore_Terminal_Passenger_1226,Passenger,108,90,243,870,2,#000080
TR1227,Nagpur_Terminal_Superfast_1227,Superfast,101,88,258,683,2,#FF00FF
TR1228,Kolhapur_Shatabdi_1228,Shatabdi,146,125,292,631,1,#00FFFF
TR1229,Nagpur_Central_Local_1229,Local,95,80,163,758,2,#FF0000
TR1230,Chandigarh_Central_Passenger_1230,Passenger,88,70,240,1110,2,#C0C0C0
TR1231,Jalandhar_Express_1231,Express,128,111,382,1019,1,#FFA500
TR1232,Trivandrum_Express_1232,Express,103,80,315,1082,2,#008000
TR1233,Hubli_Junction_Superfast_1233,Superfast,106,96,223,1198,2,#FFFF00
TR1234,Jalpaiguri_Passenger_1234,Passenger,101,89,274,605,2,#00FFFF
TR1235,New_Delhi_Central_Superfast_1235,Superfast,81,62,231,1105,2,#00FF00
TR1236,Madurai_Local_1236,Local,101,87,252,1003,2,#FFFF00
TR1237,Jammu_Central_Passenger_1237,Passenger,80,70,265,716,2,#008000
TR1238,Chandigarh_Central_Rajdhani_1238,Rajdhani,142,114,274,710,1,#00FFFF
TR1239,Madurai_Metro_1239,Metro,81,62,164,1132,2,#000080
TR1240,Ranchi_Freight_1240,Freight,83,62,215,2507,3,#FF0000
TR1241,Srinagar_Terminal_Freight_1241,Freight,81,57,470,1911,3,#808000
TR1242,Ludhiana_Passenger_1242,Passenger,94,75,217,714,2,#FF00FF
TR1243,Amritsar_Freight_1243,Freight,72,53,302,2098,3,#000080
TR1244,Dibrugarh_Express_1244,Express,122,101,256,1114,2,#000080
TR1245,Patna_Passenger_1245,Passenger,84,73,281,1054,2,#00FF00
TR1246,Allahabad_Superfast_1246,Superfast,83,73,205,787,2,#808080
TR1247,Jalpaiguri_Shatabdi_1247,Shatabdi,175,152,279,616,1,#0000FF
TR1248,Ahmedabad_Terminal_Passenger_1248,Passenger,84,72,256,1133,2,#FFFF00
TR1249,Udaipur_Central_Superfast_1249,Superfast,100,87,185,667,2,#FF00FF
TR1250,Surat_Junction_Express_1250,Express,117,94,349,1333,2,#008080
TR1251,Gulbarga_Rajdhani_1251,Rajdhani,178,151,289,709,1,#FF0000
TR1252,Amritsar_Junction_Metro_1252,Metro,97,85,194,872,2,#FF0000
TR1253,Ranchi_Superfast_1253,Superfast,81,68,291,775,2,#FF0000
TR1254,Amritsar_Freight_1254,Freight,85,69,201,2977,3,#0000FF
TR1255,Hubli_Freight_1255,Freight,64,53,339,4727,3,#FFA500
TR1256,Pune_Terminal_Shatabdi_1256,Shatabdi,151,134,280,788,1,#000080
TR1257,Bikaner_Central_Freight_1257,Freight,76,62,336,1812,3,#FF0000
TR1258,Ajmer_Junction_Local_1258,Local,83,72,211,608,2,#C0C0C0
TR1259,Indore_Central_Superfast_1259,Superfast,97,79,283,742,2,#000080
TR1260,Jaipur_Superfast_1260,Superfast,94,81,224,681,2,#0000FF
TR1261,Jodhpur_Junction_Freight_1261,Freight,77,54,301,1873,3,#000080
TR1262,Dibrugarh_Junction_Express_1262,Express,125,107,306,1369,2,#C0C0C0
TR1263,Bareilly_Local_1263,Local,102,92,201,691,2,#800080
TR1264,Trivandrum_Central_Local_1264,Local,81,67,218,973,2,#C0C0C0
TR1265,Kanpur_Central_Passenger_1265,Passenger,89,79,179,1178,2,#008080
TR1266,Nashik_Junction_Superfast_1266,Superfast,82,63,179,852,2,#000080
TR1267,Dibrugarh_Central_Express_1267,Express,129,112,390,1229,2,#008080
TR1268,Allahabad_Central_Freight_1268,Freight,82,66,329,2416,3,#00FFFF
TR1269,Lucknow_Junction_Passenger_1269,Passenger,91,80,226,951,2,#FF00FF
TR1270,Itarsi_Express_1270,Express,109,85,279,1482,2,#00FFFF
TR1271,Siliguri_Shatabdi_1271,Shatabdi,142,115,225,402,1,#808080
TR1272,Ajmer_Central_Metro_1272,Metro,90,75,159,1098,2,#FF0000
TR1273,Bangalore_Junction_Express_1273,Express,111,96,352,1283,2,#000080
TR1274,Vijayawada_Express_1274,Express,120,102,293,1415,2,#FF00FF
TR1275,Jaipur_Junction_Freight_1275,Freight,89,78,454,1490,3,#008080
TR1276,Katni_Shatabdi_1276,Shatabdi,147,131,310,712,1,#0000FF
TR1277,Rewa_Local_1277,Local,87,69,154,874,2,#800080
TR1278,Mysore_Freight_1278,Freight,82,62,225,1551,3,#808080
TR1279,Allahabad_Junction_Freight_1279,Freight,77,58,366,3460,3,#008000
TR1280,Coimbatore_Passenger_1280,Passenger,98,84,165,966,2,#FFA500
TR1281,Meerut_Junction_Express_1281,Express,111,89,366,1444,2,#FF0000
TR1282,Coimbatore_Express_1282,Express,104,84,356,1068,2,#FF0000
TR1283,Kochi_Freight_1283,Freight,77,66,485,1116,3,#C0C0C0
TR1284,Kanpur_Junction_Rajdhani_1284,Rajdhani,172,148,329,575,1,#00FFFF
TR1285,Madurai_Junction_Shatabdi_1285,Shatabdi,177,153,345,615,1,#008000
TR1286,Madurai_Terminal_Metro_1286,Metro,97,78,161,1072,2,#000080
TR1287,Kochi_Shatabdi_1287,Shatabdi,153,133,205,645,1,#FFA500
TR1288,Bikaner_Terminal_Local_1288,Local,82,67,253,1162,2,#008000
TR1289,Sangli_Superfast_1289,Superfast,100,82,158,993,2,#FFFF00
TR1290,Dibrugarh_Junction_Express_1290,Express,124,108,284,850,1,#0000FF
TR1291,Jabalpur_Rajdhani_1291,Rajdhani,145,124,346,591,1,#00FF00
TR1292,Nashik_Terminal_Rajdhani_1292,Rajdhani,148,130,266,532,1,#008000
TR1293,Kolkata_Junction_Shatabdi_1293,Shatabdi,143,124,290,528,1,#C0C0C0
TR1294,Bangalore_Central_Express_1294,Express,111,88,273,929,2,#00FFFF
TR1295,Kochi_Terminal_Local_1295,Local,90,74,178,773,2,#00FFFF
TR1296,Bikaner_Central_Rajdhani_1296,Rajdhani,170,146,273,698,1,#0000FF
TR1297,Hubli_Express_1297,Express,123,102,275,965,1,#0000FF
TR1298,Mumbai_Central_Central_Express_1298,Express,113,90,316,1103,2,#00FF00
TR1299,Vijayawada_Junction_Passenger_1299,Passenger,85,69,214,748,2,#808000
TR1300,Jaipur_Terminal_Express_1300,Express,126,106,266,1355,2,#808000
TR1301,Dibrugarh_Central_Metro_1301,Metro,95,82,175,1186,2,#008080
TR1302,Gulbarga_Express_1302,Express,123,103,386,1014,1,#808000
TR1303,Jodhpur_Central_Superfast_1303,Superfast,82,72,243,1022,2,#FF00FF
TR1304,New_Delhi_Central_Freight_1304,Freight,87,66,210,1030,3,#008000
TR1305,Hyderabad_Junction_Express_1305,Express,107,84,352,1338,1,#FF00FF
TR1306,Meerut_Express_1306,Express,104,86,310,1140,2,#FFFF00
TR1307,Srinagar_Central_Express_1307,Express,124,108,316,1432,1,#FF0000
TR1308,Coimbatore_Central_Freight_1308,Freight,64,42,247,3962,3,#008000
TR1309,Srinagar_Terminal_Freight_1309,Freight,62,41,460,4677,3,#00FFFF
TR1310,Bhopal_Terminal_Rajdhani_1310,Rajdhani,152,129,330,574,1,#FF00FF
TR1311,Nagpur_Junction_Local_1311,Local,84,67,165,703,2,#008080
TR1312,Jodhpur_Central_Superfast_1312,Superfast,92,73,238,1150,2,#808080
TR1313,Aurangabad_Metro_1313,Metro,85,67,149,1183,2,#008080
TR1314,Amritsar_Terminal_Freight_1314,Freight,77,53,413,1803,3,#008000
TR1315,Mumbai_Central_Central_Express_1315,Express,123,107,253,1104,2,#FF00FF
TR1316,Vijayawada_Terminal_Local_1316,Local,102,90,178,1073,2,#FF00FF
TR1317,Patna_Terminal_Shatabdi_1317,Shatabdi,154,139,220,688,1,#FFA500
TR1318,Kolkata_Central_Passenger_1318,Passenger,90,80,291,785,2,#FFFF00
TR1319,Jalandhar_Central_Shatabdi_1319,Shatabdi,158,139,276,758,1,#FFA500
TR1320,Kochi_Junction_Shatabdi_1320,Shatabdi,172,151,272,417,1,#C0C0C0
TR1321,Guwahati_Junction_Shatabdi_1321,Shatabdi,156,139,269,618,1,#800080
TR1322,Gulbarga_Superfast_1322,Superfast,81,68,237,801,2,#808000
TR1323,Jammu_Central_Freight_1323,Freight,75,56,452,1444,3,#FF0000
TR1324,Indore_Metro_1324,Metro,76,64,139,815,2,#0000FF
TR1325,Udaipur_Passenger_1325,Passenger,100,89,166,827,2,#008000
TR1326,Nashik_Junction_Shatabdi_1326,Shatabdi,163,138,265,552,1,#008080
TR1327,Srinagar_Central_Superfast_1327,Superfast,108,93,252,858,2,#FFA500
TR1328,Indore_Terminal_Passenger_1328,Passenger,84,69,175,825,2,#808080
TR1329,Jammu_Terminal_Express_1329,Express,121,100,308,1433,2,#C0C0C0
TR1330,Ahmedabad_Terminal_Express_1330,Express,116,94,273,1219,2,#00FFFF
TR1331,Davangere_Freight_1331,Freight,84,64,315,3335,3,#808080
TR1332,Bina_Express_1332,Express,104,80,313,936,2,#FFFF00
TR1333,Bangalore_Central_Shatabdi_1333,Shatabdi,161,144,291,452,1,#808000
TR1334,Gwalior_Central_Rajdhani_1334,Rajdhani,150,121,286,499,1,#008080
TR1335,Kanpur_Central_Rajdhani_1335,Rajdhani,170,145,228,500,1,#808000
TR1336,Ludhiana_Terminal_Express_1336,Express,111,95,381,883,2,#00FF00
TR1337,Rewa_Shatabdi_1337,Shatabdi,162,137,314,489,1,#008080
TR1338,Kota_Central_Metro_1338,Metro,71,54,117,938,2,#808080
TR1339,Haridwar_Central_Express_1339,Express,113,93,357,1282,2,#0000FF
TR1340,Dehradun_Superfast_1340,Superfast,86,69,224,1011,2,#008000
TR1341,Vijayawada_Junction_Superfast_1341,Superfast,89,77,235,1159,2,#008080
TR1342,Ratlam_Local_1342,Local,91,80,290,750,2,#FFFF00
TR1343,Kanpur_Terminal_Local_1343,Local,93,76,270,1120,2,#0000FF
TR1344,Ludhiana_Superfast_1344,Superfast,100,81,230,842,2,#00FF00
TR1345,Bangalore_Terminal_Shatabdi_1345,Shatabdi,161,133,339,466,1,#008080
TR1346,Srinagar_Junction_Superfast_1346,Superfast,81,70,230,998,2,#FFA500
TR1347,Kanpur_Terminal_Shatabdi_1347,Shatabdi,167,139,269,557,1,#800080
TR1348,Madurai_Shatabdi_1348,Shatabdi,166,150,319,743,1,#00FFFF
TR1349,Singrauli_Express_1349,Express,107,87,293,823,2,#008000
TR1350,Vijayawada_Terminal_Freight_1350,Freight,87,70,398,3427,3,#FF00FF
